student_id,name,department,enrollment_year,gender,age,semester,gpa,attendance_rate,study_hours_weekly,math_score,science_score,english_score,programming_score,extracurricular_count,library_visits,mental_health_score,has_scholarship,internship_status,total_score,performance_category,pass_status
STU0001,Student_1,Engineering,2022,Male,23,4,3.6980238429029084,83.92697855995772,13.708575716382361,73.2485112630713,63.81751049495038,70.06137325165147,82.6210231652185,0,5,77.34864889608372,0,Completed,72.43710454372291,Average,1
STU0002,Student_2,Medicine,2023,Female,24,6,2.82160245571527,89.47716925810278,14.658487069508759,65.46663237893395,83.39368695398768,84.20191542894992,57.56009593996487,0,12,64.94720552834289,0,Completed,72.6555826754591,Average,1
STU0003,Student_3,Business,2021,Female,18,2,2.4890946666290783,69.29123847931501,15.683389212346977,100.0,100.0,71.43501762590802,88.92587915285046,4,6,58.696067674587844,0,None,90.09022419468963,Excellent,1
STU0004,Student_4,Business,2021,Male,23,2,3.9506668259777435,73.73232531090194,4.6673729500434895,70.18135850823133,65.82288608176978,80.97670376748336,87.36809043965101,4,14,34.86214750387506,0,Completed,76.08725969928386,Average,1
STU0005,Student_5,Computer Science,2021,Male,23,1,3.038660080578932,73.06074993600944,0.2283902082733667,100.0,73.66244679967217,67.35501593045035,76.2696813626599,1,4,71.03278866775828,0,Completed,79.32178602319561,Average,1
STU0006,Student_6,Computer Science,2021,Female,24,5,3.0745834917724766,86.42943094763707,40.0,87.212276431774,82.99735245721743,62.06893547465423,96.08294316514983,4,9,87.0679257146355,0,None,82.09037688219888,Good,1
STU0007,Student_7,Computer Science,2024,Female,18,4,3.864097070924529,100.0,4.333102642788988,82.23100091003079,77.35314181193112,76.17182810387031,66.21505461465746,1,8,71.62590199972291,0,None,75.49275636012241,Average,1
STU0008,Student_8,Arts,2021,Female,23,2,3.47811500470033,100.0,16.906393536692413,80.5309972097628,66.21235703547222,78.76271053725164,97.79072590554996,0,12,68.72872463157682,0,Ongoing,80.82419767200915,Good,1
STU0009,Student_9,Business,2024,Female,21,1,3.427943886040804,91.38051101440757,18.39480336675114,80.90695947324377,91.46229427476565,76.02320306385396,84.16291131833351,1,7,72.14585932824116,0,Ongoing,83.13884203254922,Good,1
STU0010,Student_10,Business,2024,Female,21,6,4.0,90.00844474944456,14.124413372877296,46.08491130981585,100.0,68.1596944177744,77.28826374170558,1,11,64.18435900085355,1,None,72.88321736732397,Average,1
STU0011,Student_11,Computer Science,2021,Male,21,3,2.878240884809929,66.9894226584726,5.629292977261338,70.81674908773866,80.35357750828689,76.00100937868864,81.72176910484364,2,7,72.92451828760832,0,None,77.22327626988945,Average,1
STU0012,Student_12,Medicine,2021,Male,18,7,3.6639200640406187,79.57326200265979,4.743203865488489,87.67736956776483,67.151180523168,82.69294752580734,80.49829327864681,4,8,63.92554508031113,1,Ongoing,79.50494772384674,Average,1
STU0013,Student_13,Arts,2022,Male,23,7,3.2285065624485423,77.12216248091761,13.657175448305384,74.26654224788842,59.4124736993583,79.55106969877463,99.08396054984803,1,10,56.51677901467629,1,Completed,78.07851154896736,Average,1
STU0014,Student_14,Computer Science,2023,Female,18,4,3.3342961394316286,78.79152401748884,30.159441262409853,53.922152297946376,81.09571177465418,81.82501030599214,66.92649221540582,0,7,68.87052108037126,0,None,70.94234164849962,Average,1
STU0015,Student_15,Computer Science,2021,Male,21,2,3.9642342132062662,83.3185618141521,40.0,74.21393324133795,91.24652811979509,73.29884799545768,71.32473065194762,3,9,68.54345589077998,1,Completed,77.52101000213459,Average,1
STU0016,Student_16,Computer Science,2022,Female,24,7,3.453917878144812,80.27909422302872,1.679162177361407,100.0,83.70201295794458,91.7171791471616,96.50824048901471,1,8,98.1275513068943,0,None,92.98185814853022,Excellent,1
STU0017,Student_17,Engineering,2022,Female,23,5,3.469148039524817,65.20700189624212,2.523237702946455,93.70337573302079,77.97115390897375,68.23826663445219,73.66251090742597,4,7,57.91465010496833,1,Completed,78.39382679596818,Average,1
STU0018,Student_18,Engineering,2023,Female,23,7,3.7362536686549013,92.47910256117534,40.0,74.06993985950952,70.92874017852833,84.87560297086719,94.60746308264228,2,9,67.60837443972996,1,None,81.12043652288682,Good,1
STU0019,Student_19,Engineering,2024,Male,22,7,3.0175236352285575,74.27256974260193,20.00753420713084,89.2717391558713,64.89403640738293,91.81891092959961,100.0,0,10,66.15002010457718,0,None,86.49617162321346,Good,1
STU0020,Student_20,Computer Science,2021,Female,22,7,2.780395166330497,87.39246864111149,32.182928495166706,69.50239469447922,88.01701591589858,84.80908092748895,76.37486962281713,2,6,63.284757511293385,0,None,79.67584029017097,Average,1
STU0021,Student_21,Business,2023,Male,19,1,2.6775954029894833,100.0,3.396596558249881,49.441926197599216,88.96525945662702,77.9747577293517,91.53907257205428,3,3,77.69657858659977,0,Ongoing,76.98025398890805,Average,1
STU0022,Student_22,Computer Science,2021,Female,20,2,2.2168217053119994,75.80615408413577,13.285909008970634,61.133010178056686,59.451242559711204,74.71702953337021,65.84830806124198,1,7,100.0,0,Completed,65.28739758309501,Poor,1
STU0023,Student_23,Computer Science,2022,Male,22,5,4.0,60.0,18.116680283566218,98.44333152762297,97.07806773816822,90.36087651046256,92.56626617294933,1,2,65.18759204994086,0,Completed,94.61213548730078,Excellent,1
STU0024,Student_24,Engineering,2022,Male,18,2,2.648395817139159,82.13995778119889,17.096759795237666,70.89010377256044,84.88885465072802,65.77025074738327,84.79193580381474,4,10,77.73841737429308,0,Completed,76.58528624362162,Average,1
STU0025,Student_25,Engineering,2024,Female,22,4,3.089373188207114,96.00959634998571,7.867573672559151,71.34924030937474,94.79513574174952,70.29875739620357,88.62253595024302,1,4,41.31442013579183,0,None,81.26641734939271,Good,1
STU0026,Student_26,Arts,2022,Male,19,4,3.06159335005554,100.0,0.2327193519662246,70.5024270558768,61.89446701817862,76.02442234508278,72.96199099150446,0,7,64.09705705023953,0,Ongoing,70.34582685266066,Average,1
STU0027,Student_27,Computer Science,2022,Male,23,4,3.3537033489045505,72.70450405547584,13.117376266360068,100.0,61.610110135014736,92.37653757511998,58.74483218205958,3,13,93.328617094183,1,None,78.18286997304858,Average,1
STU0028,Student_28,Engineering,2023,Female,19,6,3.6078686062696486,89.96699223236521,4.377390485677718,99.38938373043095,76.21236828279244,83.79767636040896,89.04552890649306,2,7,69.17529409828029,1,Ongoing,87.11123932003136,Good,1
STU0029,Student_29,Business,2021,Female,23,7,3.630236744179873,80.34689543219946,8.974490600215505,100.0,84.03341312274233,70.31954241489754,53.11235586528764,3,8,77.53510022513937,0,None,76.86632785073188,Average,1
STU0030,Student_30,Computer Science,2021,Female,24,6,2.908461280715531,83.94051645695865,40.0,72.61432184399924,99.55632987512357,76.89692294615097,77.55709310860452,1,5,60.65873295806217,0,None,81.65616694346957,Good,1
STU0031,Student_31,Business,2023,Female,24,1,3.1164391431067946,100.0,7.638286664545682,79.43436733120643,86.47294696578157,73.85676855903705,95.17654612987957,2,8,73.86335787784698,0,Completed,83.73515724647615,Good,1
STU0032,Student_32,Computer Science,2024,Female,23,4,3.34128997524415,69.97029671604847,27.470134102716628,52.25036175868813,75.0878246782556,72.90211007766464,84.68656830222251,4,8,94.49164370179122,0,Completed,71.23171620420771,Average,1
STU0033,Student_33,Computer Science,2021,Male,20,5,3.0756544369082266,87.53739661494573,3.133813967569448,97.15401639177412,65.6835695080093,89.78889558556779,100.0,3,6,52.598755565963465,1,Ongoing,88.1566203713378,Good,1
STU0034,Student_34,Medicine,2022,Male,22,2,4.0,89.67693171765433,16.742199216944588,57.48330673098097,92.7600068726298,66.28256870736494,96.35152813614482,2,9,100.0,0,Completed,78.21935261178012,Average,1
STU0035,Student_35,Medicine,2021,Male,18,7,3.445487475819126,95.85786324939347,40.0,78.25163345643944,66.42353489099142,96.08780855734373,72.84542256344193,2,13,46.81083727158937,0,None,78.40209986705412,Average,1
STU0036,Student_36,Arts,2022,Female,18,3,3.567438893024909,85.97983153470895,1.6119926463094143,58.54046208550734,97.54162265726785,88.28229690184622,82.38238731792015,2,9,62.717472347717376,1,Ongoing,81.68669224063538,Good,1
STU0037,Student_37,Engineering,2024,Female,21,5,3.5314406343337064,88.08050539504103,0.12532119187867286,66.16699759891956,74.58738420472189,90.90861670603698,81.3368101643779,0,10,57.46124222830622,1,None,78.24995216851408,Average,1
STU0038,Student_38,Computer Science,2023,Male,23,7,3.7867369287426627,81.08351432578209,8.526365352376033,62.441063534254496,97.0869848714142,75.37060487974742,59.84952531315422,3,11,65.91308527349135,0,Ongoing,73.68704464964259,Average,1
STU0039,Student_39,Business,2021,Male,18,6,3.2905107793518535,87.69126941245108,1.4579999360791498,65.88187108986273,86.14717548071134,78.50059280920891,68.83441516921906,2,8,57.26645687013888,0,Completed,74.84101363725051,Average,1
STU0040,Student_40,Engineering,2023,Female,20,6,2.551584026022077,81.56807724502589,20.697788293436414,66.91315945276531,76.3560541266905,65.66848185475288,74.14934730228195,3,7,56.12920504760577,0,None,70.77176068412267,Average,1
STU0041,Student_41,Computer Science,2021,Male,23,5,3.399843975876321,91.21571889856051,36.89712349344474,66.77596807612385,71.76724353808648,74.75337592933197,53.49291296001689,2,4,52.19880091732569,0,None,66.69737512588979,Poor,1
STU0042,Student_42,Engineering,2022,Female,20,6,2.8743215531040858,81.30389663956366,8.537973835818566,87.50000867670461,73.90910547184704,84.93654847643151,82.664908555523,4,3,79.66080442834331,1,None,82.25264279512655,Good,1
STU0043,Student_43,Computer Science,2023,Male,18,4,2.935691659125122,88.77100393902187,4.490483737429789,58.4270581040622,83.13980030850286,92.96063061781396,78.51299417485743,4,10,66.43063006089129,0,None,78.26012080130911,Average,1
STU0044,Student_44,Medicine,2021,Female,18,1,3.4931820093775467,84.70737186315021,8.548110488000182,78.308121405208,78.9258779546126,68.92843183197549,58.579485381637966,4,12,62.507343704507385,0,None,71.18547914335852,Average,1
STU0045,Student_45,Computer Science,2022,Male,21,2,3.819141535716818,96.26050250772168,19.28033627934089,93.26938728458337,70.87426310317554,76.34494063014733,87.65898011388265,1,8,74.23385365873241,1,None,82.03689278294722,Good,1
STU0046,Student_46,Business,2023,Female,18,1,3.210635788368031,84.48606276411513,0.13643099410842915,67.30205453229905,76.01242307618841,78.48700779767478,92.02221842567343,2,10,47.58046733364161,1,None,78.45592595795893,Average,1
STU0047,Student_47,Engineering,2023,Female,23,7,3.354416506299482,67.26967531793119,13.35400908434217,64.23121663878597,78.9429243566298,66.04210797807515,85.17848270410845,1,6,74.5955881594952,1,Completed,73.59868291939983,Average,1
STU0048,Student_48,Engineering,2021,Female,24,2,4.0,97.61921500713991,14.251268667782186,71.54213062229624,52.45519086702225,85.913492417584,77.46304554707442,3,6,68.5934589846813,0,Ongoing,71.84346486349423,Average,1
STU0049,Student_49,Engineering,2021,Female,23,2,3.3203765897442845,75.94267699137382,15.228753620297518,92.69587812541064,83.49801737746438,72.7600966825739,90.28019012452597,1,8,69.05443254956158,0,None,84.80854557749373,Good,1
STU0050,Student_50,Computer Science,2021,Female,23,1,4.0,78.46233661351181,4.156515345396024,77.91161446430037,66.24334530339831,78.04609648822976,91.52308504667367,3,8,77.78750126360418,0,None,78.43103532565053,Average,1
STU0051,Student_51,Medicine,2022,Female,21,5,3.4827548228157723,79.04338705956508,18.77921748948505,67.03178558088602,64.16001116153106,75.48050628088123,86.30364997607563,3,11,94.65286013190237,0,None,73.24398824984348,Average,1
STU0052,Student_52,Arts,2021,Male,21,2,2.319618620422091,98.74438093170818,1.43761433408754,82.2581497678206,57.75186783467147,72.10661494280326,70.45542849391335,3,7,74.84462112932289,0,Completed,70.64301525980217,Average,1
STU0053,Student_53,Medicine,2023,Female,18,1,3.576670810552266,63.64325786021304,3.3334783138409763,58.46561775245365,56.473290025585314,79.92955014519445,85.87241071715653,1,9,67.00188238292826,0,Ongoing,70.1852171600975,Average,1
STU0054,Student_54,Arts,2023,Female,19,2,3.390579192441389,100.0,31.490996426707813,85.22039265664422,61.734629962652534,77.84390421431978,98.73672911155671,2,10,52.26033418636098,0,Completed,80.88391398629331,Good,1
STU0055,Student_55,Business,2021,Male,19,3,3.844876377041373,95.56056809066052,20.132620629679938,81.12910961552652,69.49174850843411,76.28142117721335,73.64719317943577,1,8,34.13773111549335,1,Ongoing,75.13736812015243,Average,1
STU0056,Student_56,Medicine,2021,Female,21,5,3.5365906756349794,87.23238914129159,0.20761348288389725,70.38287293291674,100.0,72.71538378319657,100.0,2,4,71.91826250744293,0,Completed,85.77456417902833,Good,1
STU0057,Student_57,Computer Science,2024,Female,18,4,3.130772008008113,84.45105999383713,4.282791397255211,62.421213023291536,71.68944388925755,83.19524670782955,74.64116692420461,2,9,51.10549989728699,1,Completed,72.9867676361458,Average,1
STU0058,Student_58,Computer Science,2023,Female,19,2,2.587850881855317,87.85554074857657,3.6197366138770897,61.69978616574814,80.13300127521637,96.53617268492285,82.45369818676191,3,3,31.89604818621781,0,None,80.20566457816233,Good,1
STU0059,Student_59,Computer Science,2022,Male,18,3,3.0954883713569874,90.21122428379338,4.737238714039167,83.02226004518866,82.80577663807594,81.39887232839128,72.58520165591129,1,12,64.73694365351113,1,Ongoing,79.9530276668918,Average,1
STU0060,Student_60,Engineering,2024,Male,18,4,2.7747397728953502,91.45215585950056,4.2665057168568365,93.43470753733592,79.57278223459018,89.9611821491113,85.12579170288365,2,9,73.59222603642817,0,Ongoing,87.02361590598026,Good,1
STU0061,Student_61,Engineering,2021,Female,18,4,2.909738275097639,90.55604466003449,0.9684985548497205,65.44038379456808,77.07067847128808,66.09778074846537,57.60889630310615,4,7,81.16455724803912,1,Completed,66.55443482935692,Poor,1
STU0062,Student_62,Computer Science,2021,Female,22,7,3.494289202210305,85.8958068125525,9.213390830132033,81.87580055327226,63.65647483680907,81.57761439293769,74.3554148165659,2,9,85.91876070406784,0,Ongoing,75.36632614989622,Average,1
STU0063,Student_63,Arts,2023,Male,23,2,4.0,83.02661579692673,19.792633450489056,43.694594720968965,95.41113057935054,69.02631681028933,66.71030319512006,4,4,83.13568245392572,0,None,68.71058632643222,Poor,1
